1
TRAINING,1,1.0,1.0
TRAINING,1,2.0,1.5
TRAINING,1,3.0,1.83333333333333
TRAINING,1,4.0,2.08333333333333
TRAINING,1,5.0,2.28333333333333
TRAINING,1,6.0,2.45
TRAINING,1,7.0,2.59285714285714
TRAINING,1,8.0,2.71785714285714
TRAINING,1,9.0,2.82896825396825
TRAINING,1,10.0,2.92896825396825
TRAINING,1,11.0,3.01987734487734
TRAINING,1,12.0,3.10321067821068
TRAINING,1,13.0,3.18013375513376
TRAINING,1,14.0,3.25156232656233
TRAINING,1,15.0,3.31822899322899
TRAINING,1,16.0,3.38072899322899
TRAINING,1,17.0,3.43955252264076
TRAINING,1,18.0,3.49510807819631
TRAINING,1,19.0,3.54773965714368
TRAINING,1,20.0,3.59773965714368
TRAINING,1,21.0,3.64535870476273
TRAINING,1,22.0,3.69081325021727
TRAINING,1,23.0,3.73429151108684
TRAINING,1,24.0,3.77595817775351
TRAINING,1,25.0,3.81595817775351
TRAINING,1,26.0,3.85441971621505
TRAINING,1,27.0,3.89145675325208
TRAINING,1,28.0,3.92717103896637
TRAINING,1,29.0,3.96165379758706
TRAINING,1,30.0,3.99498713092039
TRAINING,1,31.0,4.02724519543652
TRAINING,1,32.0,4.05849519543652
TRAINING,1,33.0,4.08879822573955
TRAINING,1,34.0,4.11820999044543
TRAINING,1,35.0,4.14678141901686
TRAINING,1,36.0,4.17455919679464
TRAINING,1,37.0,4.20158622382167
TRAINING,1,38.0,4.22790201329535
TRAINING,1,39.0,4.25354303893638
TRAINING,1,40.0,4.27854303893638
TRAINING,1,41.0,4.30293328283881
TRAINING,1,42.0,4.32674280664834
TRAINING,1,43.0,4.34999862060183
TRAINING,1,44.0,4.3727258933291
TRAINING,1,45.0,4.39494811555132
TRAINING,1,46.0,4.4166872459861
TRAINING,1,47.0,4.43796384173078
TRAINING,1,48.0,4.45879717506412
TRAINING,1,49.0,4.47920533832942
TRAINING,1,50.0,4.49920533832942
TEST,1,1.0,1.0
TEST,1,2.0,1.5
TEST,1,3.0,1.83333333333333
TEST,1,4.0,2.08333333333333
TEST,1,5.0,2.28333333333333
TEST,1,6.0,2.45
TEST,1,7.0,2.59285714285714
TEST,1,8.0,2.71785714285714
TEST,1,9.0,2.82896825396825
TEST,1,10.0,2.92896825396825
TEST,1,11.0,3.01987734487734
TEST,1,12.0,3.10321067821068
TEST,1,13.0,3.18013375513376
TEST,1,14.0,3.25156232656233
TEST,1,15.0,3.31822899322899
TEST,1,16.0,3.38072899322899
TEST,1,17.0,3.43955252264076
TEST,1,18.0,3.49510807819631
TEST,1,19.0,3.54773965714368
TEST,1,20.0,3.59773965714368
TEST,1,21.0,3.64535870476273
TEST,1,22.0,3.69081325021727
TEST,1,23.0,3.73429151108684
TEST,1,24.0,3.77595817775351
TEST,1,25.0,3.81595817775351
TEST,1,26.0,3.85441971621505
TEST,1,27.0,3.89145675325208
TEST,1,28.0,3.92717103896637
TEST,1,29.0,3.96165379758706
TEST,1,30.0,3.99498713092039
TEST,1,31.0,4.02724519543652
TEST,1,32.0,4.05849519543652
TEST,1,33.0,4.08879822573955
TEST,1,34.0,4.11820999044543
TEST,1,35.0,4.14678141901686
TEST,1,36.0,4.17455919679464
TEST,1,37.0,4.20158622382167
TEST,1,38.0,4.22790201329535
TEST,1,39.0,4.25354303893638
TEST,1,40.0,4.27854303893638
TEST,1,41.0,4.30293328283881
TEST,1,42.0,4.32674280664834
TEST,1,43.0,4.34999862060183
TEST,1,44.0,4.3727258933291
TEST,1,45.0,4.39494811555132
TEST,1,46.0,4.4166872459861
TEST,1,47.0,4.43796384173078
TEST,1,48.0,4.45879717506412
TEST,1,49.0,4.47920533832942
TEST,1,50.0,4.49920533832942
TEST,1,51.0,4.51881318146668
TEST,1,52.0,4.53804395069745
TEST,1,53.0,4.55691187522575
TEST,1,54.0,4.57543039374427
TEST,1,55.0,4.59361221192609
TEST,1,56.0,4.61146935478323
TEST,1,57.0,4.62901321443235
TEST,1,58.0,4.6462545937427
TEST,1,59.0,4.66320374628507
TEST,1,60.0,4.67987041295174
TEST,1,61.0,4.69626385557469
TEST,1,62.0,4.71239288783275
TEST,1,63.0,4.72826590370577
TEST,1,64.0,4.74389090370577
TEST,1,65.0,4.75927551909038
TEST,1,66.0,4.7744270342419
TEST,1,67.0,4.78935240737623
TEST,1,68.0,4.80405828972917
TEST,1,69.0,4.81855104335236
TEST,1,70.0,4.83283675763807
TEST,1,71.0,4.84692126468032
TEST,1,72.0,4.86081015356921
TEST,1,73.0,4.8745087837062
TEST,1,74.0,4.88802229721971
TEST,1,75.0,4.90135563055305
TEST,1,76.0,4.91451352528989
TEST,1,77.0,4.9275005382769
TEST,1,78.0,4.94032105109742
TEST,1,79.0,4.95297927894552
TEST,1,80.0,4.96547927894552
TEST,1,81.0,4.97782495795786
TEST,1,82.0,4.99002007990908
TEST,1,83.0,5.00206827268017
TEST,1,84.0,5.01397303458493
TEST,1,85.0,5.02573774046728
TEST,1,86.0,5.03736564744402
TEST,1,87.0,5.04885990031759
TEST,1,88.0,5.06022353668122
TEST,1,89.0,5.0714594917374
TEST,1,90.0,5.08257060284852
TEST,1,91.0,5.09355961383753
TEST,1,92.0,5.10442917905492
TEST,1,93.0,5.11518186722696
TEST,1,94.0,5.1258201650993
TEST,1,95.0,5.13634648088877
TEST,1,96.0,5.14676314755544
TEST,1,97.0,5.15707242590596
TEST,1,98.0,5.16727650753861
TEST,1,99.0,5.17737751763962
TEST,1,100.0,5.18737751763962
TEST,1,101.0,5.19727850773863
TEST,1,102.0,5.20708242930726
TEST,1,103.0,5.21679116717134
TEST,1,104.0,5.22640655178672
TEST,1,105.0,5.23593036131053
TEST,1,106.0,5.24536432357468
TEST,1,107.0,5.2547101179672
TEST,1,108.0,5.26396937722646
TEST,1,109.0,5.27314368915307
TEST,1,110.0,5.28223459824398
TEST,1,111.0,5.29124360725299
TEST,1,112.0,5.30017217868156
TEST,1,113.0,5.30902173620368
TEST,1,114.0,5.31779366602824
TEST,1,115.0,5.32648931820216
TEST,1,116.0,5.33511000785733
TEST,1,117.0,5.34365701640434
TEST,1,118.0,5.35213159267553
TEST,1,119.0,5.36053495402006
TEST,1,120.0,5.3688682873534
3
TRAINING,1,1.0,1.0
TRAINING,1,2.0,1.5
TRAINING,1,3.0,1.83333333333333
TRAINING,1,4.0,2.08333333333333
TRAINING,1,5.0,2.28333333333333
TRAINING,1,6.0,2.45
TRAINING,1,7.0,2.59285714285714
TRAINING,1,8.0,2.71785714285714
TRAINING,1,9.0,2.82896825396825
TRAINING,1,10.0,2.92896825396825
TRAINING,1,11.0,3.01987734487734
TRAINING,1,12.0,3.10321067821068
TRAINING,1,13.0,3.18013375513376
TRAINING,1,14.0,3.25156232656233
TRAINING,1,15.0,3.31822899322899
TRAINING,1,16.0,3.38072899322899
TRAINING,1,17.0,3.43955252264076
TRAINING,4,18.0,3.49510807819631
TRAINING,4,19.0,3.54773965714368
TRAINING,4,20.0,3.59773965714368
TRAINING,4,21.0,3.64535870476273
TRAINING,4,22.0,3.69081325021727
TRAINING,4,23.0,3.73429151108684
TRAINING,4,24.0,3.77595817775351
TRAINING,4,25.0,3.81595817775351
TRAINING,4,26.0,3.85441971621505
TRAINING,4,27.0,3.89145675325208
TRAINING,4,28.0,3.92717103896637
TRAINING,4,29.0,3.96165379758706
TRAINING,4,30.0,3.99498713092039
TRAINING,4,31.0,4.02724519543652
TRAINING,4,32.0,4.05849519543652
TRAINING,4,33.0,4.08879822573955
TRAINING,4,34.0,4.11820999044543
TRAINING,2,35.0,4.14678141901686
TRAINING,2,36.0,4.17455919679464
TRAINING,2,37.0,4.20158622382167
TRAINING,2,38.0,4.22790201329535
TRAINING,2,39.0,4.25354303893638
TRAINING,2,40.0,4.27854303893638
TRAINING,2,41.0,4.30293328283881
TRAINING,2,42.0,4.32674280664834
TRAINING,2,43.0,4.34999862060183
TRAINING,2,44.0,4.3727258933291
TRAINING,2,45.0,4.39494811555132
TRAINING,2,46.0,4.4166872459861
TRAINING,2,47.0,4.43796384173078
TRAINING,2,48.0,4.45879717506412
TRAINING,2,49.0,4.47920533832942
TRAINING,2,50.0,4.49920533832942
TEST,1,1.0,1.0
TEST,1,2.0,1.5
TEST,1,3.0,1.83333333333333
TEST,1,4.0,2.08333333333333
TEST,1,5.0,2.28333333333333
TEST,1,6.0,2.45
TEST,1,7.0,2.59285714285714
TEST,1,8.0,2.71785714285714
TEST,1,9.0,2.82896825396825
TEST,1,10.0,2.92896825396825
TEST,1,11.0,3.01987734487734
TEST,1,12.0,3.10321067821068
TEST,1,13.0,3.18013375513376
TEST,1,14.0,3.25156232656233
TEST,1,15.0,3.31822899322899
TEST,1,16.0,3.38072899322899
TEST,1,17.0,3.43955252264076
TEST,4,18.0,3.49510807819631
TEST,4,19.0,3.54773965714368
TEST,4,20.0,3.59773965714368
TEST,4,21.0,3.64535870476273
TEST,4,22.0,3.69081325021727
TEST,4,23.0,3.73429151108684
TEST,4,24.0,3.77595817775351
TEST,4,25.0,3.81595817775351
TEST,4,26.0,3.85441971621505
TEST,4,27.0,3.89145675325208
TEST,4,28.0,3.92717103896637
TEST,4,29.0,3.96165379758706
TEST,4,30.0,3.99498713092039
TEST,4,31.0,4.02724519543652
TEST,4,32.0,4.05849519543652
TEST,4,33.0,4.08879822573955
TEST,4,34.0,4.11820999044543
TEST,2,35.0,4.14678141901686
TEST,2,36.0,4.17455919679464
TEST,2,37.0,4.20158622382167
TEST,2,38.0,4.22790201329535
TEST,2,39.0,4.25354303893638
TEST,2,40.0,4.27854303893638
TEST,2,41.0,4.30293328283881
TEST,2,42.0,4.32674280664834
TEST,2,43.0,4.34999862060183
TEST,2,44.0,4.3727258933291
TEST,2,45.0,4.39494811555132
TEST,2,46.0,4.4166872459861
TEST,2,47.0,4.43796384173078
TEST,2,48.0,4.45879717506412
TEST,2,49.0,4.47920533832942
TEST,2,50.0,4.49920533832942
TEST,2,51.0,4.51881318146668
TEST,2,52.0,4.53804395069745
TEST,2,53.0,4.55691187522575
TEST,2,54.0,4.57543039374427
TEST,2,55.0,4.59361221192609
TEST,2,56.0,4.61146935478323
TEST,2,57.0,4.62901321443235
TEST,2,58.0,4.6462545937427
TEST,2,59.0,4.66320374628507
TEST,2,60.0,4.67987041295174
TEST,2,61.0,4.69626385557469
TEST,2,62.0,4.71239288783275
TEST,2,63.0,4.72826590370577
TEST,2,64.0,4.74389090370577
TEST,2,65.0,4.75927551909038
TEST,2,66.0,4.7744270342419
TEST,2,67.0,4.78935240737623
TEST,2,68.0,4.80405828972917
TEST,2,69.0,4.81855104335236
TEST,2,70.0,4.83283675763807
TEST,2,71.0,4.84692126468032
TEST,2,72.0,4.86081015356921
TEST,2,73.0,4.8745087837062
TEST,2,74.0,4.88802229721971
TEST,2,75.0,4.90135563055305
TEST,2,76.0,4.91451352528989
TEST,2,77.0,4.9275005382769
TEST,2,78.0,4.94032105109742
TEST,2,79.0,4.95297927894552
TEST,2,80.0,4.96547927894552
TEST,2,81.0,4.97782495795786
TEST,2,82.0,4.99002007990908
TEST,2,83.0,5.00206827268017
TEST,2,84.0,5.01397303458493
TEST,2,85.0,5.02573774046728
TEST,2,86.0,5.03736564744402
TEST,2,87.0,5.04885990031759
TEST,2,88.0,5.06022353668122
TEST,2,89.0,5.0714594917374
TEST,2,90.0,5.08257060284852
TEST,2,91.0,5.09355961383753
TEST,2,92.0,5.10442917905492
TEST,2,93.0,5.11518186722696
TEST,2,94.0,5.1258201650993
TEST,2,95.0,5.13634648088877
TEST,2,96.0,5.14676314755544
TEST,2,97.0,5.15707242590596
TEST,2,98.0,5.16727650753861
TEST,2,99.0,5.17737751763962
TEST,2,100.0,5.18737751763962
TEST,2,101.0,5.19727850773863
TEST,2,102.0,5.20708242930726
TEST,2,103.0,5.21679116717134
TEST,2,104.0,5.22640655178672
TEST,2,105.0,5.23593036131053
TEST,2,106.0,5.24536432357468
TEST,2,107.0,5.2547101179672
TEST,2,108.0,5.26396937722646
TEST,2,109.0,5.27314368915307
TEST,2,110.0,5.28223459824398
TEST,2,111.0,5.29124360725299
TEST,2,112.0,5.30017217868156
TEST,2,113.0,5.30902173620368
TEST,2,114.0,5.31779366602824
TEST,2,115.0,5.32648931820216
TEST,2,116.0,5.33511000785733
TEST,2,117.0,5.34365701640434
TEST,2,118.0,5.35213159267553
TEST,2,119.0,5.36053495402006
TEST,2,120.0,5.3688682873534
