1
TRAINING,1,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3.0,20.73
TRAINING,1,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.1
TRAINING,1,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87
TRAINING,1,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.95
TRAINING,1,350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.98
TRAINING,1,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62
TRAINING,1,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28.0,39.94
TRAINING,1,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.69
TRAINING,1,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24
TRAINING,1,322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42
TRAINING,1,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3.0,18.0
TRAINING,1,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.9
TRAINING,1,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14.0,33.09
TRAINING,1,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52
TRAINING,1,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42
TRAINING,1,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.9
TRAINING,1,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.15
TRAINING,1,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.44
TRAINING,1,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14.0,24.99
TRAINING,1,159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88
TRAINING,1,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3.0,22.5
TRAINING,1,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.36
TRAINING,1,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.4
TRAINING,1,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.1
TRAINING,1,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100.0,33.56
TRAINING,1,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.35
TRAINING,1,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14.0,19.42
TRAINING,1,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28.0,44.64
TRAINING,1,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.52
TRAINING,1,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.8
TRAINING,1,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.3
TRAINING,1,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.6
TRAINING,1,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28.0,38.2
TRAINING,1,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.3
TRAINING,1,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51
TRAINING,1,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42
TRAINING,1,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56.0,47.13
TRAINING,1,261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.72
TRAINING,1,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72
TRAINING,1,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14.0,25.37
TRAINING,1,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.6
TRAINING,1,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3.0,9.45
TRAINING,1,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.8
TRAINING,1,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.75
TRAINING,1,164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.23
TRAINING,1,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28.0,76.24
TRAINING,1,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.13
TRAINING,1,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.7
TRAINING,1,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28.0,37.81
TRAINING,1,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28.0,21.97
TRAINING,1,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14
