1
TRAINING,1,1.0,0.0
TRAINING,1,2.0,0.69314718056
TRAINING,1,3.0,1.09861228867
TRAINING,1,4.0,1.38629436112
TRAINING,1,5.0,1.60943791243
TRAINING,1,6.0,1.79175946923
TRAINING,1,7.0,1.94591014906
TRAINING,1,8.0,2.07944154168
TRAINING,1,9.0,2.19722457734
TRAINING,1,10.0,2.30258509299
TRAINING,1,11.0,2.3978952728
TRAINING,1,12.0,2.48490664979
TRAINING,1,13.0,2.56494935746
TRAINING,1,14.0,2.63905732962
TRAINING,1,15.0,2.7080502011
TRAINING,1,16.0,2.77258872224
TRAINING,1,17.0,2.83321334406
TRAINING,1,18.0,2.8903717579
TRAINING,1,19.0,2.94443897917
TRAINING,1,20.0,2.99573227355
TRAINING,1,21.0,3.04452243772
TRAINING,1,22.0,3.09104245336
TRAINING,1,23.0,3.13549421593
TRAINING,1,24.0,3.17805383035
TRAINING,1,25.0,3.21887582487
TRAINING,1,26.0,3.25809653802
TRAINING,1,27.0,3.295836866
TRAINING,1,28.0,3.33220451018
TRAINING,1,29.0,3.36729582999
TRAINING,1,30.0,3.40119738166
TRAINING,1,31.0,3.43398720449
TRAINING,1,32.0,3.4657359028
TRAINING,1,33.0,3.49650756147
TRAINING,1,34.0,3.52636052462
TRAINING,1,35.0,3.55534806149
TRAINING,1,36.0,3.58351893846
TRAINING,1,37.0,3.61091791264
TRAINING,1,38.0,3.63758615973
TRAINING,1,39.0,3.66356164613
TRAINING,1,40.0,3.68887945411
TRAINING,1,41.0,3.7135720667
TRAINING,1,42.0,3.73766961828
TRAINING,1,43.0,3.76120011569
TRAINING,1,44.0,3.78418963392
TRAINING,1,45.0,3.80666248977
TRAINING,1,46.0,3.82864139649
TRAINING,1,47.0,3.85014760171
TRAINING,1,48.0,3.87120101091
TRAINING,1,49.0,3.89182029811
TRAINING,1,50.0,3.91202300543
TRAINING,1,51.0,3.93182563272
TRAINING,1,52.0,3.95124371858
TRAINING,1,53.0,3.97029191355
TRAINING,1,54.0,3.98898404656
TRAINING,1,55.0,4.00733318523
TRAINING,1,56.0,4.02535169074
TRAINING,1,57.0,4.04305126783
TRAINING,1,58.0,4.06044301055
