240,512,1000,8,1,3,6,19
110,1000,12000,16,1,2,60,56
92,2000,8000,32,1,6,62,53
330,1000,2000,0,1,2,16,20
50,2000,16000,12,3,16,45,80
23,32000,64000,128,32,64,1144,1238
116,2000,8000,32,5,28,70,56
59,8000,16000,64,12,24,188,149
133,1000,12000,9,3,12,72,54
50,2000,16000,8,3,6,60,74
180,262,4000,0,1,3,12,24
300,768,4500,0,1,24,45,27
105,2000,4000,8,3,8,22,31
180,768,12000,6,1,31,84,53
38,8000,16000,64,4,8,100,142
140,1000,16000,16,1,3,138,72
38,4000,8000,32,16,32,51,80
26,8000,16000,0,8,16,185,113
1500,768,1000,0,0,0,12,18
38,8000,32000,64,8,24,326,267
25,2000,12000,16,3,5,66,65
140,2000,4000,0,4,8,40,29
225,2000,4000,8,3,6,40,31
30,8000,64000,96,12,176,915,919
480,96,512,0,1,1,6,15
160,1000,4000,8,1,14,38,29
38,4000,16000,128,16,32,212,190
56,2000,8000,0,1,8,24,41
50,2000,16000,24,6,16,65,88
110,3100,6200,0,6,64,76,45
50,2000,16000,24,1,6,70,82
185,2000,16000,16,1,6,76,76
112,1000,1000,0,1,4,8,19
26,16000,32000,64,8,24,465,350
23,16000,32000,64,16,32,367,381
50,1000,4000,8,1,5,29,29
75,2000,16000,128,1,38,259,157
125,2000,8000,0,2,14,52,41
29,8000,32000,32,8,32,220,253
400,512,3500,4,1,6,40,24
59,4000,12000,32,6,12,113,81
300,192,768,6,6,24,36,18
143,1000,2000,0,5,16,31,22
320,512,5000,4,1,5,77,28
800,768,2000,0,0,0,20,20
200,1000,4000,0,1,4,30,25
143,1500,6300,0,5,32,30,35
110,1000,4000,16,1,2,26,30
800,256,8000,0,1,4,16,34
810,1000,5000,0,1,1,20,28
50,2620,10480,30,12,24,63,74
480,512,8000,32,0,0,67,47
400,4000,8000,0,1,1,32,45
200,2000,8000,64,1,5,41,67
50,2000,16000,8,3,5,40,74
56,2000,6000,0,1,8,21,35
50,2000,16000,24,6,16,54,88
50,2000,16000,8,3,6,52,74
180,262,4000,0,1,3,18,24
50,2000,4000,0,3,6,27,30
225,2000,4000,8,3,6,34,31
23,16000,32000,64,16,32,489,381
26,8000,32000,128,24,32,405,382
330,1000,3000,0,2,4,16,23
50,2000,32000,112,52,104,307,341
140,2000,4000,8,1,20,22,32
40,8000,16000,32,8,16,214,126
300,768,12000,6,6,24,50,52
29,8000,16000,32,8,16,132,132
50,8000,16000,48,1,10,136,128
29,8000,32000,32,8,32,269,253
84,1000,2000,0,1,6,12,21
75,4000,16000,16,1,6,66,86
105,256,2000,0,3,10,26,20
60,2000,16000,64,5,8,74,107
1100,768,2000,0,1,1,13,20
160,512,2000,2,3,8,32,20
30,16000,32000,256,16,24,510,603
105,2000,8000,16,4,14,58,47
143,512,5000,0,7,32,28,29
220,1000,8000,16,1,2,71,42
50,2000,8000,8,3,6,45,44
125,512,1000,0,8,20,36,19
200,512,8000,8,1,8,62,38
75,2000,8000,8,3,24,62,47
320,256,6000,0,1,6,33,28
56,4000,8000,0,1,8,34,47
17,4000,16000,8,6,12,100,101
92,2000,8000,32,1,6,60,53
100,1000,8000,0,2,6,16,37
50,2000,8000,8,1,5,71,44
810,512,512,8,1,1,18,18
105,2000,4000,8,3,19,32,33
50,4000,16000,65,1,8,138,117
320,256,3000,4,1,3,27,22
50,2000,32000,24,6,26,114,182
29,8000,32000,32,8,32,172,253
203,1000,2000,0,1,5,24,21
180,2000,8000,8,1,6,50,42
300,768,3000,0,6,24,36,23
180,2000,16000,16,1,6,66,76
48,4000,24000,32,8,24,214,151
700,384,8000,0,1,1,24,34
50,500,2000,8,1,4,20,23
50,2000,8000,8,1,6,56,44
115,512,6000,16,1,6,45,35
1100,512,1500,0,1,1,7,18
26,8000,32000,64,12,16,248,275
35,8000,32000,64,8,24,370,270
1500,768,2000,0,0,0,18,20
72,2000,8000,16,6,8,105,48
124,1000,8000,0,1,8,42,37
320,128,6000,0,1,12,23,28
26,8000,32000,64,8,32,318,290
26,16000,32000,64,16,24,465,361
90,256,1000,0,3,10,17,18
320,512,8000,4,1,5,40,36
180,512,4000,0,1,3,14,24
56,4000,12000,0,1,8,42,62
70,4000,12000,8,6,8,75,67
105,1000,4000,0,3,24,32,28
250,512,4000,0,4,7,50,24
60,2000,8000,65,1,8,92,70
200,512,16000,0,4,32,35,64
56,4000,16000,0,1,8,46,78
38,8000,24000,160,4,8,140,281
26,8000,24000,32,8,16,173,183
180,512,4000,0,1,3,21,24
300,1000,4000,8,3,64,38,30
250,1000,16000,1,1,8,50,64
26,8000,32000,0,8,24,277,220
143,2300,6200,0,6,64,61,40
900,2000,4000,0,3,6,37,28
56,5240,20970,30,12,24,106,138
