200,12.3,0.1016,39.6,0.0408268,128.545
12500,1.5,0.3048,71.3,0.00336729,109.222
4000,0,0.0508,31.7,0.000812164,134.11
2000,15.6,0.1016,71.3,0.0437259,119.888
5000,0,0.1016,39.6,0.00146332,126.021
4000,15.4,0.0508,31.7,0.0289853,115.635
400,9.9,0.1524,71.3,0.0193001,135.079
16000,0,0.3048,71.3,0.00266337,108.721
800,9.5,0.0254,71.3,0.00420654,127.206
2000,0,0.1524,71.3,0.0015988,128.647
4000,15.6,0.1016,39.6,0.0528487,106.604
400,9.9,0.1524,39.6,0.0233328,128.345
1000,0,0.2286,39.6,0.00253511,130.435
400,15.4,0.0508,55.5,0.0271925,126.5
5000,4,0.3048,71.3,0.00497773,117.785
2000,7.3,0.2286,71.3,0.0104404,122.708
2000,17.4,0.0254,71.3,0.016104,126.826
630,17.4,0.0254,39.6,0.0172206,124.514
500,11.2,0.0508,71.3,0.014072,130.311
1000,12.3,0.1016,39.6,0.0408268,122.435
200,12.6,0.1524,39.6,0.0584113,114.75
400,12.7,0.0254,39.6,0.0130253,125.527
2000,0,0.3048,31.7,0.00331266,122.375
2500,0,0.2286,31.7,0.0027238,123.445
1600,12.3,0.1016,71.3,0.0337792,124.748
10000,0,0.0254,55.5,0.00041229,134.563
630,15.4,0.0508,55.5,0.0271925,129.33
1250,5.3,0.2286,39.6,0.00614329,125.721
1600,4.2,0.0508,39.6,0.00152689,130.197
800,7.3,0.2286,39.6,0.0123481,126.299
1000,15.6,0.1016,71.3,0.0437259,124.438
250,12.7,0.0254,39.6,0.0130253,121.547
1600,8.4,0.0508,31.7,0.00580776,129.296
2000,3,0.3048,71.3,0.00425727,125.524
800,6.7,0.1016,39.6,0.00578076,134.625
6300,4.8,0.0254,71.3,0.000848633,134.498
630,0,0.1016,71.3,0.00121072,124.155
1000,0,0.1524,31.7,0.00209405,130.987
1000,2,0.2286,31.7,0.00372371,130.307
5000,2.7,0.1524,71.3,0.00243851,124.364
3150,1.5,0.3048,71.3,0.00336729,123.392
8000,0,0.0254,55.5,0.00041229,136.163
1000,3.3,0.1016,39.6,0.00245138,131.971
2000,2,0.2286,55.5,0.00313525,124.612
1600,0,0.0508,31.7,0.000812164,131.01
630,0,0.3048,55.5,0.00283081,127.696
2500,0,0.1016,31.7,0.00150092,132.003
2000,3.3,0.1016,55.5,0.002211,133.649
1600,17.4,0.0254,31.7,0.0176631,126.846
4000,4,0.2286,39.6,0.00473801,119.159
5000,2,0.2286,31.7,0.00372371,118.267
2500,0,0.1016,71.3,0.00121072,132.595
4000,8.9,0.1016,39.6,0.0124596,116.22
2000,22.2,0.0254,39.6,0.0229028,121.256
5000,4,0.2286,39.6,0.00473801,117.649
4000,15.4,0.0508,71.3,0.0264269,122.675
3150,5.3,0.2286,39.6,0.00614329,118.441
1000,0,0.0508,71.3,0.000740478,129.45
3150,4,0.2286,71.3,0.00400603,124.108
12500,4,0.2286,71.3,0.00400603,114.258
1000,2,0.2286,55.5,0.00313525,129.002
2500,8.9,0.1016,39.6,0.0124596,119.19
4000,0,0.0254,31.7,0.000439472,137.047
400,15.4,0.0508,71.3,0.0264269,126.805
6300,3.3,0.1016,31.7,0.00251435,120.702
2500,4.2,0.0508,39.6,0.00152689,133.847
1250,5.4,0.1524,71.3,0.00401199,134.111
500,7.3,0.2286,39.6,0.0123481,130.299
500,7.2,0.1524,39.6,0.00909175,132.658
2500,0,0.0254,39.6,0.000428464,131.836
3150,15.4,0.0508,31.7,0.0289853,118.045
800,7.2,0.1524,71.3,0.00752039,136.023
500,12.3,0.1016,55.5,0.0368233,133.774
3150,15.6,0.1016,39.6,0.0528487,109.254
6300,3,0.3048,71.3,0.00425727,116.134
3150,8.4,0.0508,55.5,0.00544854,128.402
1250,17.4,0.0254,31.7,0.0176631,128.306
4000,3,0.3048,55.5,0.00452492,118.689
2500,0,0.1016,39.6,0.00146332,132.611
315,15.4,0.0508,55.5,0.0271925,125.39
2000,3,0.3048,31.7,0.00529514,120.088
1250,17.4,0.0254,71.3,0.016104,126.356
500,3,0.3048,31.7,0.00529514,127.548
2500,0,0.2286,55.5,0.00229336,126.54
400,0,0.3048,39.6,0.00310138,124.809
1000,0,0.1016,71.3,0.00121072,128.825
2000,9.9,0.1524,55.5,0.0208438,119.505
4000,3.3,0.1016,31.7,0.00251435,124.852
4000,19.7,0.0508,39.6,0.036484,108.684
2500,4,0.2286,71.3,0.00400603,124.338
2000,0,0.1016,31.7,0.00150092,133.153
800,0,0.1016,39.6,0.00146332,128.401
4000,12.3,0.1016,55.5,0.0368233,114.404
1250,8.4,0.0508,39.6,0.00566229,131.205
2000,7.3,0.2286,31.7,0.0132672,115.309
10000,7.2,0.1524,39.6,0.00909175,110.868
630,9.9,0.1524,71.3,0.0193001,129.889
2500,2,0.2286,31.7,0.00372371,121.407
6300,0,0.0254,39.6,0.000428464,136.826
5000,4.2,0.0508,39.6,0.00152689,129.777
250,9.9,0.1524,71.3,0.0193001,135.329
400,7.2,0.1524,39.6,0.00909175,132.118
800,9.9,0.1524,39.6,0.0233328,126.345
400,15.4,0.0508,31.7,0.0289853,123.705
5000,17.4,0.0254,39.6,0.0172206,119.854
3150,3.3,0.1016,55.5,0.002211,130.629
5000,8.9,0.1016,71.3,0.0103088,116.723
630,2,0.2286,31.7,0.00372371,129.057
500,5.4,0.1524,71.3,0.00401199,126.291
4000,8.4,0.0508,71.3,0.00529514,126.926
630,4,0.2286,71.3,0.00400603,129.038
6300,9.5,0.0254,71.3,0.00420654,127.246
2000,8.4,0.0508,31.7,0.00580776,127.686
1600,0,0.1016,39.6,0.00146332,133.261
1000,17.4,0.0254,39.6,0.0172206,138.274
8000,0,0.1016,31.7,0.00150092,120.193
630,3.3,0.1016,31.7,0.00251435,128.952
1250,7.2,0.1524,71.3,0.00752039,132.513
8000,2,0.2286,71.3,0.00293031,115.996
630,0,0.1524,39.6,0.00193287,124.403
3150,7.2,0.1524,39.6,0.00909175,111.818
1250,9.9,0.1524,71.3,0.0193001,122.679
10000,4,0.3048,71.3,0.00497773,110.905
6300,5.3,0.2286,71.3,0.0051942,116.92
5000,8.4,0.0508,71.3,0.00529514,121.146
630,1.5,0.3048,39.6,0.00392107,128.311
2500,4.8,0.0254,71.3,0.000848633,130.828
4000,12.3,0.1016,31.7,0.0418756,108.407
3150,9.5,0.0254,31.7,0.00461377,128.536
6300,9.5,0.0254,39.6,0.00449821,120.324
4000,0,0.0508,39.6,0.000791822,135.308
1600,9.5,0.0254,55.5,0.0043284,133.062
3150,4.8,0.0254,55.5,0.000873218,132.354
800,0,0.0508,71.3,0.000740478,130.96
4000,4,0.2286,55.5,0.0042862,120.654
2000,6.7,0.1016,55.5,0.0052139,129.653
1600,17.4,0.0254,39.6,0.0172206,127.614
8000,0,0.0254,39.6,0.000428464,135.866
1250,9.5,0.0254,39.6,0.00449821,130.964
1600,19.7,0.0508,39.6,0.036484,117.604
1250,22.2,0.0254,71.3,0.0214178,140.987
1000,0,0.1016,39.6,0.00146332,130.781
400,12.3,0.1016,71.3,0.0337792,139.428
3150,0,0.1016,31.7,0.00150092,129.973
1600,4,0.3048,71.3,0.00497773,126.645
500,9.9,0.1524,55.5,0.0208438,127.815
1250,0,0.1016,71.3,0.00121072,130.335
1250,0,0.0254,31.7,0.000439472,127.947
10000,0,0.0254,71.3,0.000400682,130.787
630,12.7,0.0254,71.3,0.0121808,128.878
800,5.4,0.1524,71.3,0.00401199,131.281
1600,11.2,0.0508,39.6,0.0150478,126.54
3150,3,0.3048,39.6,0.00495741,118.922
1000,0,0.1524,39.6,0.00193287,130.033
2000,4,0.3048,71.3,0.00497773,124.395
630,7.3,0.2286,31.7,0.0132672,126.189
1250,19.7,0.0508,71.3,0.0341183,121.485
8000,0,0.0508,55.5,0.00076193,130.156
3150,15.4,0.0508,39.6,0.0282593,120.513
800,12.6,0.1524,71.3,0.0483159,123.054
2500,9.5,0.0254,55.5,0.0043284,134.152
2000,7.3,0.2286,55.5,0.0111706,120.354
